205.189.154.54,[01/Jul/1995:00:00:29,-0400],"GET,/shuttle/countdown/count.gif,HTTP/1.0",200,40310
alyssa.prodigy.com,[01/Jul/1995:00:00:33,-0400],"GET,/shuttle/missions/sts-71/sts-71-patch-small.gif,HTTP/1.0",200,12054
ppp-mia-30.shadow.net,[01/Jul/1995:00:00:35,-0400],"GET,/images/ksclogo-medium.gif,HTTP/1.0",200,5866
dial22.lloyd.com,[01/Jul/1995:00:00:37,-0400],"GET,/shuttle/missions/sts-71/images/KSC-95EC-0613.jpg,HTTP/1.0",200,61716
smyth-pc.moorecap.com,[01/Jul/1995:00:00:38,-0400],"GET,/history/apollo/apollo-13/images/70HC314.GIF,HTTP/1.0",200,101267
205.189.154.54,[01/Jul/1995:00:00:40,-0400],"GET,/images/NASA-logosmall.gif,HTTP/1.0",200,786
ix-orl2-01.ix.netcom.com,[01/Jul/1995:00:00:41,-0400],"GET,/shuttle/countdown/,HTTP/1.0",200,3985
ppp-mia-30.shadow.net,[01/Jul/1995:00:00:41,-0400],"GET,/images/NASA-logosmall.gif,HTTP/1.0",200,786
ppp-mia-30.shadow.net,[01/Jul/1995:00:00:41,-0400],"GET,/images/MOSAIC-logosmall.gif,HTTP/1.0",200,363
205.189.154.54,[01/Jul/1995:00:00:41,-0400],"GET,/images/KSC-logosmall.gif,HTTP/1.0",200,1204
ppp-mia-30.shadow.net,[01/Jul/1995:00:00:41,-0400],"GET,/images/USA-logosmall.gif,HTTP/1.0",200,234
ppp-mia-30.shadow.net,[01/Jul/1995:00:00:43,-0400],"GET,/images/WORLD-logosmall.gif,HTTP/1.0",200,669
ix-orl2-01.ix.netcom.com,[01/Jul/1995:00:00:44,-0400],"GET,/shuttle/countdown/count.gif,HTTP/1.0",200,40310
gayle-gaston.tenet.edu,[01/Jul/1995:00:00:50,-0400],"GET,/shuttle/missions/sts-71/mission-sts-71.html,HTTP/1.0",200,12040
piweba3y.prodigy.com,[01/Jul/1995:00:00:54,-0400],"GET,/shuttle/missions/sts-71/sts-71-patch-small.gif,HTTP/1.0",200,12054
scheyer.clark.net,[01/Jul/1995:00:00:58,-0400],"GET,/shuttle/missions/sts-71/movies/sts-71-mir-dock-2.mpg,HTTP/1.0",200,49152
ppp-nyc-3-1.ios.com,[01/Jul/1995:00:00:59,-0400],"GET,/shuttle/missions/sts-71/images/KSC-95EC-0882.jpg,HTTP/1.0",200,77163
199.72.81.55,[01/Jul/1995:00:00:59,-0400],"GET,/history/,HTTP/1.0",200,1382
port26.annex2.nwlink.com,[01/Jul/1995:00:01:02,-0400],"GET,/software/winvn/winvn.html,HTTP/1.0",200,9867
port26.annex2.nwlink.com,[01/Jul/1995:00:01:04,-0400],"GET,/software/winvn/winvn.gif,HTTP/1.0",200,25218
port26.annex2.nwlink.com,[01/Jul/1995:00:01:04,-0400],"GET,/images/construct.gif,HTTP/1.0",200,1414
port26.annex2.nwlink.com,[01/Jul/1995:00:01:04,-0400],"GET,/software/winvn/bluemarb.gif,HTTP/1.0",200,4441
dd14-012.compuserve.com,[01/Jul/1995:00:01:05,-0400],"GET,/shuttle/technology/images/srb_16-small.gif,HTTP/1.0",200,42732
205.189.154.54,[01/Jul/1995:00:01:08,-0400],"GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0",200,7634
www-a1.proxy.aol.com,[01/Jul/1995:00:01:09,-0400],"GET,/shuttle/countdown/,HTTP/1.0",200,3985
dd15-062.compuserve.com,[01/Jul/1995:00:01:12,-0400],"GET,/news/sci.space.shuttle/archive/sci-space-shuttle-22-apr-1995-40.txt,HTTP/1.0",404,0
205.212.115.106,[01/Jul/1995:00:01:13,-0400],"GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0",200,7634
piweba3y.prodigy.com,[01/Jul/1995:00:01:14,-0400],"GET,/shuttle/technology/images/srb_mod_compare_3-small.gif,HTTP/1.0",200,55666
remote27.compusmart.ab.ca,[01/Jul/1995:00:01:14,-0400],"GET,/shuttle/missions/sts-71/sts-71-patch-small.gif,HTTP/1.0",200,12054
port26.annex2.nwlink.com,[01/Jul/1995:00:01:17,-0400],"GET,/software/winvn/wvsmall.gif,HTTP/1.0",200,13372
ix-orl2-01.ix.netcom.com,[01/Jul/1995:00:01:18,-0400],"GET,/images/KSC-logosmall.gif,HTTP/1.0",200,1204
smyth-pc.moorecap.com,[01/Jul/1995:00:01:19,-0400],"GET,/history/apollo/images/footprint-small.gif,HTTP/1.0",200,18149
205.189.154.54,[01/Jul/1995:00:01:19,-0400],"GET,/shuttle/missions/sts-71/images/KSC-95EC-0423.txt,HTTP/1.0",200,1224
www-b4.proxy.aol.com,[01/Jul/1995:00:01:21,-0400],"GET,/shuttle/countdown/video/livevideo.gif,HTTP/1.0",200,70712
smyth-pc.moorecap.com,[01/Jul/1995:00:01:24,-0400],"GET,/history/apollo/apollo-spacecraft.txt,HTTP/1.0",200,2261
slip1.yab.com,[01/Jul/1995:00:01:26,-0400],"GET,/shuttle/resources/orbiters/endeavour.html,HTTP/1.0",200,6168
link097.txdirect.net,[01/Jul/1995:00:01:26,-0400],"GET,/shuttle/missions/missions.html,HTTP/1.0",200,8677
port26.annex2.nwlink.com,[01/Jul/1995:00:01:27,-0400],"GET,/images/KSC-logosmall.gif,HTTP/1.0",200,1204
port26.annex2.nwlink.com,[01/Jul/1995:00:01:27,-0400],"GET,/images/MOSAIC-logosmall.gif,HTTP/1.0",200,363
remote27.compusmart.ab.ca,[01/Jul/1995:00:01:27,-0400],"GET,/shuttle/countdown/,HTTP/1.0",200,3985
link097.txdirect.net,[01/Jul/1995:00:01:27,-0400],"GET,/images/launchmedium.gif,HTTP/1.0",200,11853
slip1.yab.com,[01/Jul/1995:00:01:29,-0400],"GET,/shuttle/resources/orbiters/endeavour.gif,HTTP/1.0",200,16991
link097.txdirect.net,[01/Jul/1995:00:01:31,-0400],"GET,/images/NASA-logosmall.gif,HTTP/1.0",200,786
link097.txdirect.net,[01/Jul/1995:00:01:31,-0400],"GET,/images/KSC-logosmall.gif,HTTP/1.0",200,1204
port26.annex2.nwlink.com,[01/Jul/1995:00:01:32,-0400],"GET,/images/USA-logosmall.gif,HTTP/1.0",200,234
port26.annex2.nwlink.com,[01/Jul/1995:00:01:32,-0400],"GET,/images/WORLD-logosmall.gif,HTTP/1.0",200,669
onyx.southwind.net,[01/Jul/1995:00:01:34,-0400],"GET,/shuttle/countdown/countdown.html,HTTP/1.0",200,3985
onyx.southwind.net,[01/Jul/1995:00:01:35,-0400],"GET,/shuttle/countdown/count.gif,HTTP/1.0",200,40310
onyx.southwind.net,[01/Jul/1995:00:01:39,-0400],"GET,/images/KSC-logosmall.gif,HTTP/1.0",304,0
unicomp6.unicomp.net,[01/Jul/1995:00:01:41,-0400],"GET,/htbin/cdt_main.pl,HTTP/1.0",200,3214
199.72.81.55,[01/Jul/1995:00:01:43,-0400],"GET,/,HTTP/1.0",200,7074
link097.txdirect.net,[01/Jul/1995:00:01:44,-0400],"GET,/shuttle/missions/sts-78/mission-sts-78.html,HTTP/1.0",200,4377
link097.txdirect.net,[01/Jul/1995:00:01:45,-0400],"GET,/shuttle/missions/sts-78/sts-78-patch-small.gif,HTTP/1.0",200,4179
199.72.81.55,[01/Jul/1995:00:01:46,-0400],"GET,/images/ksclogo-medium.gif,HTTP/1.0",200,5866
gater4.sematech.org,[01/Jul/1995:00:01:46,-0400],"GET,/shuttle/countdown/,HTTP/1.0",200,3985
link097.txdirect.net,[01/Jul/1995:00:01:47,-0400],"GET,/images/launch-logo.gif,HTTP/1.0",200,1713
ppp-nyc-3-1.ios.com,[01/Jul/1995:00:01:49,-0400],"GET,/shuttle/missions/sts-71/images/KSC-95EC-0917.jpg,HTTP/1.0",200,52491
gater3.sematech.org,[01/Jul/1995:00:01:50,-0400],"GET,/shuttle/countdown/count.gif,HTTP/1.0",200,40310
199.72.81.55,[01/Jul/1995:00:01:50,-0400],"GET,/images/MOSAIC-logosmall.gif,HTTP/1.0",200,363
199.72.81.55,[01/Jul/1995:00:01:51,-0400],"GET,/images/USA-logosmall.gif,HTTP/1.0",200,234
gater4.sematech.org,[01/Jul/1995:00:01:52,-0400],"GET,/images/NASA-logosmall.gif,HTTP/1.0",200,786
199.72.81.55,[01/Jul/1995:00:01:52,-0400],"GET,/images/WORLD-logosmall.gif,HTTP/1.0",200,669
ix-or10-06.ix.netcom.com,[01/Jul/1995:00:01:52,-0400],"GET,/software/winvn/userguide/wvnguide.html,HTTP/1.0",200,5998
gater3.sematech.org,[01/Jul/1995:00:01:52,-0400],"GET,/images/KSC-logosmall.gif,HTTP/1.0",200,1204
remote27.compusmart.ab.ca,[01/Jul/1995:00:01:55,-0400],"GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0",200,7634
link097.txdirect.net,[01/Jul/1995:00:01:55,-0400],"GET,/shuttle/resources/orbiters/columbia.html,HTTP/1.0",200,6922
dave.dev1.ihub.com,[01/Jul/1995:00:01:55,-0400],"GET,/shuttle/countdown/,HTTP/1.0",200,3985
link097.txdirect.net,[01/Jul/1995:00:01:56,-0400],"GET,/shuttle/resources/orbiters/columbia-logo.gif,HTTP/1.0",200,11417
netport-27.iu.net,[01/Jul/1995:00:01:57,-0400],"GET,/,HTTP/1.0",200,7074
ix-or10-06.ix.netcom.com,[01/Jul/1995:00:01:57,-0400],"GET,/software/winvn/userguide/wvnguide.gif,HTTP/1.0",200,4151
dave.dev1.ihub.com,[01/Jul/1995:00:01:58,-0400],"GET,/images/NASA-logosmall.gif,HTTP/1.0",200,786
dave.dev1.ihub.com,[01/Jul/1995:00:01:58,-0400],"GET,/images/KSC-logosmall.gif,HTTP/1.0",200,1204
dave.dev1.ihub.com,[01/Jul/1995:00:01:58,-0400],"GET,/shuttle/countdown/count.gif,HTTP/1.0",200,40310
pm13.j51.com,[01/Jul/1995:00:01:58,-0400],"GET,/shuttle/missions/sts-71/movies/crew-arrival-t38.mpg,HTTP/1.0",200,305722
bart-slip1.llnl.gov,[01/Jul/1995:00:01:59,-0400],"GET,/shuttle/missions/missions.html,HTTP/1.0",200,8677
link097.txdirect.net,[01/Jul/1995:00:01:59,-0400],"GET,/images/ksclogosmall.gif,HTTP/1.0",200,3635
link097.txdirect.net,[01/Jul/1995:00:01:59,-0400],"GET,/shuttle/resources/orbiters/orbiters-logo.gif,HTTP/1.0",200,1932
netport-27.iu.net,[01/Jul/1995:00:02:00,-0400],"GET,/images/ksclogo-medium.gif,HTTP/1.0",304,0
netport-27.iu.net,[01/Jul/1995:00:02:01,-0400],"GET,/images/NASA-logosmall.gif,HTTP/1.0",304,0
netport-27.iu.net,[01/Jul/1995:00:02:01,-0400],"GET,/images/MOSAIC-logosmall.gif,HTTP/1.0",304,0
netport-27.iu.net,[01/Jul/1995:00:02:01,-0400],"GET,/images/USA-logosmall.gif,HTTP/1.0",304,0
smyth-pc.moorecap.com,[01/Jul/1995:00:02:02,-0400],"GET,/history/apollo/images/footprint-small.gif,HTTP/1.0",200,18149
netport-27.iu.net,[01/Jul/1995:00:02:04,-0400],"GET,/images/WORLD-logosmall.gif,HTTP/1.0",304,0
ix-or10-06.ix.netcom.com,[01/Jul/1995:00:02:04,-0400],"GET,/software/winvn/userguide/winvnsm.gif,HTTP/1.0",200,3293
dd14-046.compuserve.com,[01/Jul/1995:00:02:05,-0400],"GET,/shuttle/countdown/,HTTP/1.0",200,3985
205.189.154.54,[01/Jul/1995:00:02:11,-0400],"GET,/shuttle/missions/sts-71/images/KSC-95EC-0869.gif,HTTP/1.0",200,45798
port2.electrotex.com,[01/Jul/1995:00:02:12,-0400],"GET,/shuttle/countdown/video/livevideo.gif,HTTP/1.0",200,70712
199.33.32.50,[01/Jul/1995:00:02:12,-0400],"GET,/shuttle/countdown/liftoff.html,HTTP/1.0",200,4538
scheyer.clark.net,[01/Jul/1995:00:02:13,-0400],"GET,/shuttle/missions/sts-71/movies/sts-71-launch-3.mpg,HTTP/1.0",200,130724
199.33.32.50,[01/Jul/1995:00:02:14,-0400],"GET,/images/NASA-logosmall.gif,HTTP/1.0",200,786
dynip42.efn.org,[01/Jul/1995:00:02:14,-0400],"GET,/software,HTTP/1.0",302,0
remote27.compusmart.ab.ca,[01/Jul/1995:00:02:14,-0400],"GET,/shuttle/missions/sts-71/images/KSC-95EC-0868.gif,HTTP/1.0",200,47122
ppp-nyc-3-1.ios.com,[01/Jul/1995:00:02:15,-0400],"GET,/shuttle/missions/sts-71/images/KSC-95EC-0918.gif,HTTP/1.0",200,31631
smyth-pc.moorecap.com,[01/Jul/1995:00:02:15,-0400],"GET,/history/apollo/images/footprint-small.gif,HTTP/1.0",200,18149
dynip42.efn.org,[01/Jul/1995:00:02:15,-0400],"GET,/software/,HTTP/1.0",200,689
waters-gw.starway.net.au,[01/Jul/1995:00:02:16,-0400],"GET,/shuttle/missions/51-l/51-l-info.html,HTTP/1.0",200,1387
199.33.32.50,[01/Jul/1995:00:02:16,-0400],"GET,/shuttle/countdown/video/livevideo.gif,HTTP/1.0",200,62761
lmsmith.tezcat.com,[01/Jul/1995:00:02:16,-0400],"GET,/shuttle/countdown/,HTTP/1.0",200,3985
dynip42.efn.org,[01/Jul/1995:00:02:17,-0400],"GET,/icons/blank.xbm,HTTP/1.0",200,509
dynip42.efn.org,[01/Jul/1995:00:02:17,-0400],"GET,/icons/menu.xbm,HTTP/1.0",200,527
unicomp6.unicomp.net,[01/Jul/1995:00:02:17,-0400],"GET,/facilities/lcc.html,HTTP/1.0",200,2489
lmsmith.tezcat.com,[01/Jul/1995:00:02:19,-0400],"GET,/shuttle/countdown/count.gif,HTTP/1.0",200,40310
lmsmith.tezcat.com,[01/Jul/1995:00:02:20,-0400],"GET,/images/NASA-logosmall.gif,HTTP/1.0",200,786
unicomp6.unicomp.net,[01/Jul/1995:00:02:20,-0400],"GET,/images/ksclogosmall.gif,HTTP/1.0",200,3635
unicomp6.unicomp.net,[01/Jul/1995:00:02:21,-0400],"GET,/images/kscmap-tiny.gif,HTTP/1.0",200,2537
lmsmith.tezcat.com,[01/Jul/1995:00:02:21,-0400],"GET,/images/KSC-logosmall.gif,HTTP/1.0",200,1204
ppp-nyc-3-1.ios.com,[01/Jul/1995:00:02:25,-0400],"GET,/shuttle/missions/sts-71/images/KSC-95EC-0918.txt,HTTP/1.0",200,1391
link097.txdirect.net,[01/Jul/1995:00:02:25,-0400],"GET,/shuttle/missions/sts-65/sts-65-patch-small.gif,HTTP/1.0",200,11757
gayle-gaston.tenet.edu,[01/Jul/1995:00:02:25,-0400],"GET,/shuttle/countdown/,HTTP/1.0",200,3985
pme607.onramp.awinc.com,[01/Jul/1995:00:02:25,-0400],"GET,/shuttle/missions/sts-71/sts-71-day-04-highlights.html,HTTP/1.0",200,5544
dynip42.efn.org,[01/Jul/1995:00:02:26,-0400],"GET,/software/winvn/,HTTP/1.0",200,2244
dynip42.efn.org,[01/Jul/1995:00:02:28,-0400],"GET,/icons/image.xbm,HTTP/1.0",200,509
dynip42.efn.org,[01/Jul/1995:00:02:28,-0400],"GET,/icons/text.xbm,HTTP/1.0",200,527
smyth-pc.moorecap.com,[01/Jul/1995:00:02:30,-0400],"GET,/history/apollo/images/footprint-small.gif,HTTP/1.0",200,18149
usr7-dialup46.chicago.mci.net,[01/Jul/1995:00:02:35,-0400],"GET,/shuttle/missions/,HTTP/1.0",200,12283
smyth-pc.moorecap.com,[01/Jul/1995:00:02:38,-0400],"GET,/history/apollo/images/apollo-small.gif,HTTP/1.0",200,9630
dynip42.efn.org,[01/Jul/1995:00:02:39,-0400],"GET,/software/winvn/winvn.html,HTTP/1.0",200,9867
ix-or10-06.ix.netcom.com,[01/Jul/1995:00:02:40,-0400],"GET,/software/winvn,HTTP/1.0",302,0
dynip42.efn.org,[01/Jul/1995:00:02:41,-0400],"GET,/software/winvn/winvn.gif,HTTP/1.0",200,25218
dynip42.efn.org,[01/Jul/1995:00:02:41,-0400],"GET,/images/construct.gif,HTTP/1.0",200,1414
dynip42.efn.org,[01/Jul/1995:00:02:42,-0400],"GET,/software/winvn/bluemarb.gif,HTTP/1.0",200,4441
ix-or10-06.ix.netcom.com,[01/Jul/1995:00:02:42,-0400],"GET,/software/winvn/,HTTP/1.0",200,2244
gater4.sematech.org,[01/Jul/1995:00:02:43,-0400],"GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0",200,7634
ix-or10-06.ix.netcom.com,[01/Jul/1995:00:02:45,-0400],"GET,/icons/blank.xbm,HTTP/1.0",200,509
ix-or10-06.ix.netcom.com,[01/Jul/1995:00:02:47,-0400],"GET,/icons/menu.xbm,HTTP/1.0",200,527
ix-or10-06.ix.netcom.com,[01/Jul/1995:00:02:49,-0400],"GET,/icons/image.xbm,HTTP/1.0",200,509
ix-or10-06.ix.netcom.com,[01/Jul/1995:00:02:52,-0400],"GET,/icons/text.xbm,HTTP/1.0",200,527
remote27.compusmart.ab.ca,[01/Jul/1995:00:02:55,-0400],"GET,/shuttle/missions/sts-71/images/KSC-95EC-0868.txt,HTTP/1.0",200,657
waters-gw.starway.net.au,[01/Jul/1995:00:02:57,-0400],"GET,/shuttle/missions/51-l/images/,HTTP/1.0",200,1038
brandt.xensei.com,[01/Jul/1995:00:02:57,-0400],"GET,/shuttle/missions/sts-71/mission-sts-71.html,HTTP/1.0",200,12040
sneaker.oregoncoast.com,[01/Jul/1995:00:02:57,-0400],"GET,/shuttle/countdown/,HTTP/1.0",304,0
teleman.pr.mcs.net,[01/Jul/1995:00:02:58,-0400],"GET,/msfc/astro_home.html,HTTP/1.0",304,0
slip1.yab.com,[01/Jul/1995:00:03:00,-0400],"GET,/shuttle/missions/sts-49/mission-sts-49.html,HTTP/1.0",200,9379
dd11-054.compuserve.com,[01/Jul/1995:00:03:01,-0400],"GET,/,HTTP/1.0",200,7074
onyx.southwind.net,[01/Jul/1995:00:03:02,-0400],"GET,/shuttle/countdown/tour.html,HTTP/1.0",200,4347
sneaker.oregoncoast.com,[01/Jul/1995:00:03:02,-0400],"GET,/shuttle/countdown/count.gif,HTTP/1.0",304,0
sneaker.oregoncoast.com,[01/Jul/1995:00:03:02,-0400],"GET,/images/NASA-logosmall.gif,HTTP/1.0",304,0
sneaker.oregoncoast.com,[01/Jul/1995:00:03:03,-0400],"GET,/images/KSC-logosmall.gif,HTTP/1.0",304,0
onyx.southwind.net,[01/Jul/1995:00:03:03,-0400],"GET,/images/KSC-94EC-412-small.gif,HTTP/1.0",200,20484
gater3.sematech.org,[01/Jul/1995:00:03:04,-0400],"GET,/shuttle/missions/sts-71/images/KSC-95EC-0868.gif,HTTP/1.0",200,47122
ppp-nyc-3-1.ios.com,[01/Jul/1995:00:03:05,-0400],"GET,/shuttle/countdown/count.gif,HTTP/1.0",200,40310
brandt.xensei.com,[01/Jul/1995:00:03:05,-0400],"GET,/shuttle/missions/sts-71/sts-71-patch-small.gif,HTTP/1.0",200,12054
brandt.xensei.com,[01/Jul/1995:00:03:08,-0400],"GET,/images/KSC-logosmall.gif,HTTP/1.0",200,1204
piweba3y.prodigy.com,[01/Jul/1995:00:03:09,-0400],"GET,/shuttle/missions/sts-71/movies/sts-71-tcdt-crew-walkout.mpg,HTTP/1.0",200,647168
unicomp6.unicomp.net,[01/Jul/1995:00:03:09,-0400],"GET,/images/lcc-small2.gif,HTTP/1.0",200,58026
gayle-gaston.tenet.edu,[01/Jul/1995:00:03:11,-0400],"GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0",200,7634
129.188.154.200,[01/Jul/1995:00:03:12,-0400],"GET,/facts/about_ksc.html,HTTP/1.0",200,3977
ppp-nyc-3-1.ios.com,[01/Jul/1995:00:03:13,-0400],"GET,/shuttle/missions/sts-71/movies/movies.html,HTTP/1.0",200,3092
link097.txdirect.net,[01/Jul/1995:00:03:13,-0400],"GET,/shuttle/missions/sts-65/mission-sts-65.html,HTTP/1.0",200,130811
ppp-nyc-3-1.ios.com,[01/Jul/1995:00:03:14,-0400],"GET,/shuttle/missions/sts-71/sts-71-patch-small.gif,HTTP/1.0",200,12054
129.188.154.200,[01/Jul/1995:00:03:14,-0400],"GET,/images/launchpalms-small.gif,HTTP/1.0",200,11473
lmsmith.tezcat.com,[01/Jul/1995:00:03:14,-0400],"GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0",200,7634
brandt.xensei.com,[01/Jul/1995:00:03:15,-0400],"GET,/images/launch-logo.gif,HTTP/1.0",200,1713
charger.execpc.com,[01/Jul/1995:00:03:15,-0400],"GET,/shuttle/missions/missions.html,HTTP/1.0",200,8677
129.188.154.200,[01/Jul/1995:00:03:16,-0400],"GET,/images/NASA-logosmall.gif,HTTP/1.0",200,786
129.188.154.200,[01/Jul/1995:00:03:16,-0400],"GET,/images/KSC-logosmall.gif,HTTP/1.0",200,1204
charger.execpc.com,[01/Jul/1995:00:03:16,-0400],"GET,/images/launchmedium.gif,HTTP/1.0",200,11853
129.94.144.152,[01/Jul/1995:00:03:19,-0400],"GET,/images/shuttle-patch-small.gif,HTTP/1.0",200,4179
charger.execpc.com,[01/Jul/1995:00:03:19,-0400],"GET,/images/NASA-logosmall.gif,HTTP/1.0",200,786
charger.execpc.com,[01/Jul/1995:00:03:19,-0400],"GET,/images/KSC-logosmall.gif,HTTP/1.0",200,1204
dd11-054.compuserve.com,[01/Jul/1995:00:03:24,-0400],"GET,/images/ksclogo-medium.gif,HTTP/1.0",200,5866
ix-or10-06.ix.netcom.com,[01/Jul/1995:00:03:24,-0400],"GET,/software,HTTP/1.0",302,0
pipe6.nyc.pipeline.com,[01/Jul/1995:00:03:25,-0400],"GET,/shuttle/missions/sts-71/movies/movies.html,HTTP/1.0",200,3092
ix-or10-06.ix.netcom.com,[01/Jul/1995:00:03:26,-0400],"GET,/software/,HTTP/1.0",200,689
port2.electrotex.com,[01/Jul/1995:00:03:27,-0400],"GET,/images/NASA-logosmall.gif,HTTP/1.0",200,786
isdn6-34.dnai.com,[01/Jul/1995:00:03:30,-0400],"GET,/shuttle/missions/sts-68/sts-68-patch-small.gif,HTTP/1.0",200,17459
midcom.com,[01/Jul/1995:00:03:31,-0400],"GET,/history/apollo/apollo-13/apollo-13.html,HTTP/1.0",200,18114
isdn6-34.dnai.com,[01/Jul/1995:00:03:31,-0400],"GET,/shuttle/missions/sts-68/mission-sts-68.html,HTTP/1.0",200,49087
midcom.com,[01/Jul/1995:00:03:33,-0400],"GET,/history/apollo/apollo-13/apollo-13-patch-small.gif,HTTP/1.0",200,12859
ix-or10-06.ix.netcom.com,[01/Jul/1995:00:03:34,-0400],"GET,/software/winvn/readme.txt,HTTP/1.0",200,5736
isdn6-34.dnai.com,[01/Jul/1995:00:03:36,-0400],"GET,/shuttle/resources/orbiters/endeavour.html,HTTP/1.0",200,6168
dd11-054.compuserve.com,[01/Jul/1995:00:03:36,-0400],"GET,/shuttle/missions/missions.html,HTTP/1.0",200,8677
isdn6-34.dnai.com,[01/Jul/1995:00:03:36,-0400],"GET,/shuttle/resources/orbiters/endeavour-logo.gif,HTTP/1.0",200,5052
isdn6-34.dnai.com,[01/Jul/1995:00:03:37,-0400],"GET,/shuttle/resources/orbiters/orbiters-logo.gif,HTTP/1.0",200,1932
isdn6-34.dnai.com,[01/Jul/1995:00:03:37,-0400],"GET,/images/ksclogosmall.gif,HTTP/1.0",200,3635
teleman.pr.mcs.net,[01/Jul/1995:00:03:38,-0400],"GET,/msfc/astro_home3.gif,HTTP/1.0",200,73728
isdn6-34.dnai.com,[01/Jul/1995:00:03:39,-0400],"GET,/shuttle/missions/sts-68/sts-68-patch-small.gif,HTTP/1.0",200,17459
slip1.yab.com,[01/Jul/1995:00:03:40,-0400],"GET,/images/landing-747.gif,HTTP/1.0",200,110875
isdn6-34.dnai.com,[01/Jul/1995:00:03:40,-0400],"GET,/shuttle/missions/sts-68/mission-sts-68.html,HTTP/1.0",200,49087
bos1d.delphi.com,[01/Jul/1995:00:03:43,-0400],"GET,/history/apollo/apollo-13/apollo-13.html,HTTP/1.0",200,18114
charger.execpc.com,[01/Jul/1995:00:03:47,-0400],"GET,/history/history.html,HTTP/1.0",200,1502
ix-ftw-tx1-24.ix.netcom.com,[01/Jul/1995:00:03:48,-0400],"GET,/shuttle/countdown/countdown.html,HTTP/1.0",200,3985
midcom.com,[01/Jul/1995:00:03:48,-0400],"GET,/images/ksclogosmall.gif,HTTP/1.0",200,3635
midcom.com,[01/Jul/1995:00:03:49,-0400],"GET,/history/apollo/images/footprint-logo.gif,HTTP/1.0",200,4209
isdn6-34.dnai.com,[01/Jul/1995:00:03:51,-0400],"GET,/facilities/lc39a.html,HTTP/1.0",200,7008
